ltl,en
F ( purple room ) & G ( first floor ),go to the purple room while staying on the first floor .
F ( landmark one ) & G ( purple room ),do directly to landmark one without leaving the purple room .
F ( orange room & ~  red room ),"avoid the red room , navigate to the orange room ."
F ( first floor ),move to the first floor .
F ( green room & F ( purple room ) ),navigate to the purple room through the green room .
F ( orange room & F ( first floor ) ),go to the orange room and go down to the onest floor .
F ( landmark three & ~  red room ),always avoid the red room and go to landmark three .
F ( blue room & F ( third floor ) ),head to the blue room and then head to the third floor .
~   ( green room ) U ( third floor ),"avoid the green room and go to the third floor . if you reached the third floor then you may go to the green room , or just stay on the third floor ."
F ( third floor & F ( yellow room ) ),"go to the third floor , then navigate to the yellow room ."
~   ( red room ) U ( purple room ),avoid the red room until after you 've gone to the purple room .
F ( landmark three ) & G ( orange room ),go to landmark three by only navigating within the orange room .
F ( third floor & F ( landmark one ) ),move to landmark one after moving to the third floor .
F ( third floor & F ( landmark one ) ),go to the third floor and then head to landmark one .
F ( first floor & ~  yellow room ),always avoid the yellow room and navigate to the first floor .
~   ( red room ) U ( yellow room ),go to the yellow room but do not enter the red room first .
F ( blue room ) & G ( third floor ),navigate to the blue room staying on the third floor .
F ( purple room & ~  yellow room ),avoid the yellow room and navigate to the purple room .
F ( landmark three ) & G ( yellow room ),stay in the yellow room to get to landmark three .
F ( orange room & ~  landmark two ),go to the orange room without going to landmark two .
F ( landmark two & ~  yellow room ),go to landmark two always avoiding the yellow room .
F ( purple room & ~  green room ),"avoid the green room , navigate to the purple room ."
F ( landmark one & F ( third floor ) ),pass through landmark one on your way to the third floor .
F ( purple room ) & G ( second floor ),remain on the second floor and navigate to the purple room .
F ( yellow room & F ( red room ) ),go to the red room by first going through the yellow room .
F ( third floor & ~  landmark two ),go to the third floor but avoid landmark two .
F ( green room & F ( red room ) ),"go through the green room first , then go to the red room ."
F ( second floor & ~  red room ),go to the second floor while always avoiding the red room
F ( landmark two ) & G ( orange room ),without leaving the orange room go to landmark two .
F ( landmark three ) & G ( purple room ),stay in the purple room and go to landmark three
~   ( green room ) U ( orange room ),go to the orange room but do not enter the green room first .
F ( landmark two ) & G ( blue room ),do n't leave the blue room and go to landmark two .
F ( landmark one ) & G ( red room ),"without stepping outside of the red room , go to landmark one ."
F ( landmark one & F ( purple room ) ),go to landmark one and then the purple room
F ( red room ) & G ( second floor ),proceed to the red room but do n't leave the second floor .
F ( green room & F ( third floor ) ),go to the third floor via the green room .
F ( landmark one & F ( red room ) ),always go to landmark one before navigating to the red room .
F ( first floor & F ( yellow room ) ),go to the first floor and then go to the yellow room .
F ( yellow room & ~  green room ),"navigate to the yellow room , always avoiding the green room ."
F ( red room & F ( landmark three ) ),go to landmark three through the red room .
F ( purple room & F ( second floor ) ),"go to the purple room , then go to the second floor ."
F ( orange room & F ( first floor ) ),go through the orange room before going to the first floor .
~   ( green room ) U ( landmark two ),avoid the green room until reaching landmark two .
F ( third floor & F ( purple room ) ),navigate to the purple room by passing through the third floor .
F ( landmark two & F ( purple room ) ),go to the purple room by first going through landmark two .
~   ( yellow room ) U ( green room ),avoid the yellow room until after you 've gone to the green room .
~   ( landmark three ) U ( landmark two ),avoid landmark three and go to landmark two. if you reached landmark two then you can go to landmark three .
F ( third floor & F ( landmark one ) ),go to the third floor then go to landmark one .
F ( landmark one & F ( green room ) ),navigate to landmark one then continue to the green room .
~   ( landmark one ) U ( blue room ),avoid landmark one until you pass through blue room .
F ( red room & ~  blue room ),avoid the blue room and travel to the red room .
F ( green room & F ( purple room ) ),"first navigate to the green room , then make your way to the purple room ."
F ( first floor & F ( landmark three ) ),go to the first floor before you navigate to landmark three .
F ( blue room & ~  landmark three ),go to the blue room while always avoiding landmark three
F ( landmark two ) & G ( purple room ),go to landmark two by only stepping in the purple room .
F ( second floor & ~  purple room ),go to the second floor always avoiding the purple room .
F ( third floor & F ( blue room ) ),go from the third floor to the blue room
F ( orange room & F ( third floor ) ),go through the orange room then to the third floor .
F ( landmark one & ~  green room ),go to landmark one and avoid the green room .
F ( red room & ~  landmark one ),go to the red room without touching landmark one .
F ( red room & ~  purple room ),avoid the purple room and go to the red room .
F ( purple room & F ( landmark one ) ),"go to the purple room , then go to landmark one ."
F ( green room & F ( landmark two ) ),first go to the green room and then go to landmark two .
F ( second floor & F ( first floor ) ),go to the first floor by first going to the second floor .
F ( second floor & F ( landmark one ) ),go to the second floor and then head to landmark one .
F ( landmark two ),go directly to landmark two .
~   ( orange room ) U ( blue room ),avoid the orange room on your way to the blue room . once you get to the blue room you can to the orange room .
F ( orange room & ~  green room ),go to the orange room and avoid the green room .
F ( first floor & F ( landmark one ) ),go to the first floor then go landmark one .
F ( second floor & F ( purple room ) ),move to the purple room but ensure to go to the second floor first .
F ( purple room & ~  landmark three ),go to the purple room while avoiding landmark three
~   ( red room ) U ( blue room ),go to the blue room without going through the red room .
F ( landmark three & F ( red room ) ),navigate to landmark three then continue to the red room .
~   ( purple room ) U ( red room ),go to the red room while avoiding the purple room and if you have reached the red room then you can go to the purple room .
F ( blue room & ~  landmark two ),avoid landmark two and move into the blue room .
F ( blue room ) & G ( second floor ),proceed to the blue room but do n't leave the second floor .
~   ( landmark three ) U ( red room ),avoid going through landmark three until you go through the red room .
F ( first floor & F ( blue room ) ),go from the second floor to the blue room
F ( landmark two & ~  landmark three ),always avoid the landmark three and travel to landmark two .
~   ( yellow room ) U ( red room ),avoid the yellow room until you enter the red room .
F ( blue room ) & G ( second floor ),move to the blue room without leaving the second floor .
F ( purple room & F ( second floor ) ),go through the purple room then to the second floor .
~   ( blue room ) U ( second floor ),avoid the blue room before you navigate to the second floor .
F ( yellow room & F ( orange room ) ),go through the yellow room before going to the orange room .
F ( landmark three & F ( third floor ) ),go to landmark three before going to the third floor .
F ( purple room ) & G ( third floor ),go to the purple room without going to another floor .
F ( green room & ~  landmark three ),go to the green room without going to landmark three .
F ( first floor & F ( yellow room ) ),"go to the first floor , then go to the yellow room ."
F ( landmark one ) & G ( blue room ),"while remaining within the blue room , go to landmark one ."
F ( orange room & F ( yellow room ) ),go to the yellow room through the orange room .
F ( red room ) & G ( first floor ),remain on the onest floor and go directly to the red room .
F ( first floor & F ( blue room ) ),navigate from the first floor to the blue room .
F ( landmark one ) & G ( red room ),go to landmark one by only stepping in the red room .
F ( yellow room & ~  purple room ),avoid the purple room and navigate to the yellow room .
F ( landmark one & F ( third floor ) ),"move to the third floor , travelling through landmark one ."
F ( red room & F ( first floor ) ),go through the red room then to the first floor .
F ( blue room & F ( second floor ) ),move towards blue room and then to second floor .
F ( second floor & F ( purple room ) ),go through the second floor to the purple room .
F ( green room & F ( orange room ) ),proceed to the orange room by going through the green room .
F ( green room & F ( purple room ) ),go to the purple room by touching the green room .
F ( landmark two & F ( third floor ) ),go to landmark two and then go to the onest floor .
F ( purple room & F ( second floor ) ),navigate to the second floor via the purple room .
~   ( blue room ) U ( landmark two ),avoid the blue room until reaching landmark two .
F ( second floor & F ( green room ) ),go to the green room through the second floor .
~   ( green room ) U ( landmark one ),go to landmark one but do not enter the green room first .
F ( third floor & F ( blue room ) ),go to the third floor then go to the blue room
~   ( yellow room ) U ( blue room ),avoid the yellow room until navigating to the blue room .
F ( second floor & F ( first floor ) ),"go to the second floor , and then go to the first floor ."
F ( third floor & F ( landmark three ) ),navigate to landmark three through the third floor .
F ( red room & F ( yellow room ) ),go to the red room before going to the yellow room .
F ( blue room & F ( first floor ) ),go to the first floor through the blue room .
F ( blue room & F ( third floor ) ),go through the blue room before going to the third floor .
F ( landmark three & ~  yellow room ),"always avoid the yellow room , go to landmark three ."
~   ( purple room ) U ( landmark one ),avoid the purple room on your way to landmark one .
F ( purple room & ~  orange room ),go to the purple room without going to the orange room .
F ( landmark three & F ( blue room ) ),go through landmark three and navigate to the blue room .
F ( purple room & F ( red room ) ),move to the purple room and then the red room .
F ( green room & F ( second floor ) ),move to the second floor by going through the green room
F ( red room & ~  landmark one ),always avoid landmark one and navigate to the red room .
F ( yellow room & F ( second floor ) ),pass through the yellow room on your way to the second floor .
F ( red room & F ( yellow room ) ),move to the red room and then the yellow room .
F ( red room & ~  orange room ),"navigate to the red room , always avoiding the orange room ."
F ( landmark three ) & G ( third floor ),stay on the third floor and go to landmark three .
F ( landmark one & ~  landmark three ),always avoid landmark three and go to landmark one
F ( landmark one & ~  landmark three ),always avoid landmark three and go to landmark one .
F ( landmark two & F ( first floor ) ),"go to landmark two , then head to the first floor ."
F ( third floor & F ( first floor ) ),go to the first floor by first going to the third floor .
F ( second floor & F ( landmark two ) ),go to the second floor and then head to landmark two .
F ( landmark two & ~  red room ),advance to landmark two but always avoid the red room .
~   ( landmark one ) U ( red room ),avoid landmark one until you pass through red room .
F ( landmark three & F ( first floor ) ),go to landmark three and then go to the first floor .
~   ( orange room ) U ( first floor ),"go to the second floor avoiding the orange room . if you reached the first floor you can stay there , or head to the orange room ."
F ( third floor & ~  landmark one ),avoid landmark one and go to the second floor .
F ( landmark two & F ( third floor ) ),pass through landmark two on your way to the third floor .
F ( green room & ~  red room ),avoid the red room and travel to the green room .
F ( orange room ) & G ( first floor ),move to the orange room without leaving the first floor .
~   ( landmark one ) U ( landmark two ),go to landmark two but do not first pass through landmark one .
F ( purple room & ~  green room ),avoid the green room and travel to the purple room .
F ( landmark one ) & G ( purple room ),go to landmark one without leaving the purple room .
F ( blue room ) & G ( first floor ),do not navigate away from the first floor and go to the blue room .
F ( yellow room & F ( third floor ) ),head to the yellow room and then head to the third floor .
F ( orange room & F ( red room ) ),always go through the orange room to get to the red room .
F ( first floor & ~  green room ),go to first floor without going into the green room
F ( green room & ~  purple room ),"avoid the purple room , navigate to the green room ."
F ( purple room & F ( landmark three ) ),go through the purple room before navigating to landmark three .
F ( red room & F ( landmark two ) ),go through the red room before navigating to landmark two .
F ( red room & F ( yellow room ) ),go through the red room before going to the yellow room .
~   ( orange room ) U ( third floor ),"go to the third floor without going through the orange room . if you reached the third floor then you can go to the orange room , or be done ."
F ( landmark one & F ( green room ) ),go to the green room via landmark one .
F ( green room ) & G ( third floor ),go to the green room without ever leaving the third floor .
F ( orange room & ~  red room ),go to the orange room and avoid the red room .
F ( green room & F ( third floor ) ),go through the green room to the third floor .
F ( yellow room & F ( landmark one ) ),navigate to the yellow room before you go to landmark one .
F ( first floor & F ( green room ) ),head to the green room but first go to the first floor .
F ( third floor & F ( yellow room ) ),go to the third floor and then go to the yellow room .
~   ( purple room ) U ( landmark two ),do n't go into the purple room until going to landmark two
F ( green room & F ( third floor ) ),go through the green room then to the third floor .
~   ( yellow room ) U ( second floor ),go to the second floor . if you reached the second floor then you may go to the yellow room .
F ( first floor & F ( orange room ) ),go to the first floor and then go to the orange room .
F ( blue room & F ( yellow room ) ),proceed to the yellow room by going through the blue room .
F ( orange room & F ( red room ) ),go to the red room by first going through the orange room .
F ( second floor & F ( landmark three ) ),go to landmark three via the second floor .
F ( purple room & F ( green room ) ),proceed to the green room by going through the purple room .
F ( landmark two ) & G ( yellow room ),"while remaining within the yellow room , go to landmark two ."
F ( green room ) & G ( third floor ),remain on the third floor and navigate to the green room .
F ( green room ) & G ( first floor ),remain on the first floor and navigate to the green room .
F ( second floor & ~  purple room ),always avoid the purple room while navigating to the second floor .
F ( blue room & F ( orange room ) ),move to the blue room and then the orange room .
F ( second floor & F ( landmark one ) ),go from onest floor to landmark one .
F ( purple room & ~  yellow room ),"avoid the yellow room , navigate to the purple room ."
F ( first floor & F ( blue room ) ),go through the first floor to the blue room .
F ( second floor & ~  yellow room ),"always avoid the yellow room , go to the second floor ."
F ( first floor & F ( landmark two ) ),go to onest floor . then go directly to landmark two
F ( third floor & F ( red room ) ),go to the second floor and then go to the red room .
F ( landmark two & ~  red room ),stay away from the red room and go to landmark two .
F ( purple room & F ( first floor ) ),navigate to the first floor via the purple room .
~   ( blue room ) U ( landmark two ),move to landmark two without entering the blue room . then you may stay at landmark two or go to the blue room .
F ( third floor & ~  blue room ),go to the third floor and avoid the blue room .
F ( first floor & F ( purple room ) ),go from the second floor to the purple room
F ( landmark two & ~  landmark three ),go to landmark two without going to landmark three
F ( third floor & F ( landmark one ) ),go to the third floor then go landmark one .
F ( landmark two ) & G ( third floor ),go to landmark two without going to third floor .
F ( green room & ~  blue room ),"navigate to the green room , always avoiding the blue room ."
~   ( orange room ) U ( green room ),"go to the green room without going to the orange room . if you reached the green room , now you can go to the orange room ."
F ( landmark three & ~  purple room ),advance to landmark three but always avoid the purple room .
F ( orange room & ~  blue room ),avoid the blue room and navigate to the orange room .
~   ( red room ) U ( first floor ),go to the first floor avoiding the red room . if you get to first floor you can then proceed to the red room
F ( green room ) & G ( first floor ),go to the green room without ever leaving the first floor .
~   ( blue room ) U ( third floor ),avoid the blue room until you navigate to the third floor .
F ( green room & F ( first floor ) ),head to the green room and then head to the first floor .
~   ( orange room ) U ( second floor ),go to the second floor but do not go through the orange room first .
F ( landmark three & F ( landmark two ) ),go to landmark three then landmark two .
F ( landmark one & F ( landmark three ) ),go to landmark one then go to landmark three .
F ( second floor & F ( purple room ) ),navigate from the second floor to the purple room .
~   ( orange room ) U ( blue room ),avoid the orange room until you go through the blue room .
F ( third floor & ~  yellow room ),go to the third floor but never go to the yellow room .
F ( landmark two & ~  landmark three ),"avoid landmark three , and go to landmark two ."
F ( first floor & F ( landmark three ) ),go to landmark three after navigating to the first floor .
F ( landmark two & F ( red room ) ),go through landmark two before going to the red room .
~   ( yellow room ) U ( red room ),go to the red room but do not enter the yellow room first .
F ( second floor & F ( orange room ) ),"from the second floor , navigate to the orange room ."
F ( first floor & ~  purple room ),go to the first floor without going to the purple room .
F ( third floor & F ( landmark one ) ),go to landmark one via the third floor .
F ( yellow room ) & G ( third floor ),move to the yellow room without leaving the third floor .
F ( second floor & ~  green room ),navigate to the second floor always avoiding the green room .
F ( landmark three & ~  green room ),go to landmark three while always avoiding the green room
F ( landmark one & ~  yellow room ),go to landmark one and avoid the yellow room .
F ( orange room & F ( landmark one ) ),navigate to the orange room before you go to landmark one .
F ( red room & F ( landmark three ) ),navigate to the red room then continue to landmark three .
F ( blue room ) & G ( third floor ),proceed to the blue room but do n't leave the third floor .
F ( landmark one & F ( landmark two ) ),"go to landmark one , then go to landmark two"
F ( landmark three & F ( first floor ) ),always pass landmark three to get to level one .
F ( second floor & F ( yellow room ) ),go to the yellow room through the second floor
~   ( orange room ) U ( first floor ),go to the first floor . if you reached the first floor then you may go to the orange room .
F ( second floor & F ( red room ) ),go through the second floor and navigate to the red room .
F ( landmark two & F ( second floor ) ),"move to the second floor , travelling through landmark two ."
~   ( landmark one ) U ( landmark two ),avoid landmark one until going to landmark two .
F ( second floor & F ( green room ) ),go to the second floor and then go to the green room .
F ( yellow room & F ( second floor ) ),go through the yellow room and navigate to the second floor .
~   ( red room ) U ( yellow room ),avoid the red room until navigating to the yellow room .
F ( landmark three ) & G ( orange room ),stay in the orange room and go to landmark three and stop
~   ( green room ) U ( red room ),avoid the green room on your way to the red room . once you get to the red room you can to the green room .
F ( red room & F ( first floor ) ),go to the red room and go down to the onest floor .
F ( first floor & ~  landmark two ),always avoid landmark two and navigate to the first floor .
F ( landmark one & ~  landmark three ),go to landmark one but avoid landmark three .
~   ( blue room ) U ( second floor ),avoid the blue room until you navigate to the second floor .
F ( landmark three ) & G ( purple room ),go to landmark three by only navigating within the purple room .
F ( orange room & F ( second floor ) ),go through the orange room to the second floor .
F ( first floor & F ( landmark two ) ),go from the onest floor to landmark two
F ( red room & ~  blue room ),go to the red room without going to the blue room .
F ( landmark two & ~  blue room ),go to landmark two and always avoid the blue room
F ( landmark two & ~  landmark three ),go to landmark two but always stay away from landmark three .
~   ( green room ) U ( purple room ),go to the purple room but do not enter the green room first .
F ( yellow room & ~  blue room ),go to the yellow room without going to the blue room
F ( green room & F ( yellow room ) ),go to the green room and then navigate to the yellow room .
F ( landmark two & ~  red room ),go to landmark two and always avoid the red room
~   ( blue room ) U ( landmark three ),go to landmark three but do not first go through the blue room .
~   ( purple room ) U ( blue room ),avoid the purple room until navigating to the blue room .
F ( orange room & F ( green room ) ),"go through the orange room first , then go to the green room ."
~   ( red room ) U ( landmark two ),avoid the red room until going to landmark two .
F ( blue room & ~  landmark one ),"go to a spot in the blue room , but do n't touch landmark one ."
F ( blue room & F ( second floor ) ),go to the onest floor through the blue room
F ( yellow room & F ( green room ) ),go through the yellow room to the green room .
~   ( green room ) U ( landmark three ),avoid the green room on your way to landmark three .
F ( orange room & ~  red room ),always avoid the red room and go to the orange room .
F ( red room ) & G ( third floor ),go to the red room without ever leaving the third floor .
~   ( blue room ) U ( landmark three ),move to landmark three without entering the blue room . then you may stay at landmark three or go to the blue room .
F ( blue room & F ( landmark one ) ),"go to the blue room , then proceed to landmark one ."
F ( landmark two & ~  red room ),go to landmark two and avoid the red room .
F ( first floor & ~  landmark two ),avoid landmark two and go to the first floor .
F ( third floor & F ( landmark two ) ),go through the third floor to landmark two .
~   ( blue room ) U ( landmark one ),"avoid the blue room and go to landmark one. if you reached the green room , you can now go to the blue room or stay on landmark one ."
F ( red room & F ( yellow room ) ),go through the red room to the yellow room .
F ( landmark one ) & G ( purple room ),"without stepping outside of the purple room , go to landmark one ."
F ( purple room & ~  landmark two ),"go to a spot in the purple room , but do n't touch landmark two ."
F ( landmark one & F ( red room ) ),always go through landmark one and then to the red room .
F ( landmark one & ~  landmark three ),go to landmark one but always avoid landmark three .
F ( purple room & ~  red room ),go to the purple room and avoid the red room .
F ( green room & F ( first floor ) ),navigate to the first floor through the green room .
F ( landmark three & ~  purple room ),go to landmark three and always avoid the purple room
F ( first floor & F ( landmark three ) ),go to landmark three through the first floor .
~   ( yellow room ) U ( orange room ),go to the orange room without going through the yellow room .
~   ( blue room ) U ( third floor ),go to the third floor but do not go through the blue room first .
F ( third floor & F ( landmark one ) ),go from the third floor to landmark one .
F ( landmark three ) & G ( green room ),do n't leave the green room and go to landmark three .
F ( first floor & F ( purple room ) ),go from the first floor to the purple room
F ( landmark two & F ( green room ) ),go to landmark two before going to the green room
F ( second floor & F ( landmark one ) ),travel to the onest floor and then go to landmark one .
F ( first floor & ~  blue room ),go to the first floor but never go to the blue room .
F ( green room & ~  yellow room ),"go to green room , but do not go to yellow room ."
F ( third floor & F ( first floor ) ),navigate to the third floor before going to the first floor .
~   ( landmark one ) U ( purple room ),avoid landmark one until you pass through purple room .
F ( landmark three ) & G ( second floor ),stay on the second floor to get to landmark three .
F ( first floor & ~  purple room ),go to first floor without going into the purple room
~   ( red room ) U ( landmark one ),go to landmark one but do not first go through the red room .
F ( purple room & ~  green room ),go to the purple room without going to the green room
~   ( purple room ) U ( third floor ),go to or through the third floor always avoid going through the purple room
~   ( yellow room ) U ( blue room ),go to the blue room and if you have reached the blue room you may proceed to the yellow room or stay in the blue room .
~   ( red room ) U ( landmark one ),do not go into the red room until going to landmark one
F ( landmark one & ~  yellow room ),go to landmark one while always avoiding the yellow room
F ( red room & F ( green room ) ),go to the red room and then navigate to the green room .
F ( landmark one & ~  yellow room ),go to landmark one and always avoid the yellow room
F ( red room ) & G ( first floor ),go to the red room without going to another floor .
F ( third floor & F ( blue room ) ),head to the blue room but first go to the third floor .
F ( blue room & ~  landmark three ),avoid landmark three and move into the blue room .
F ( second floor & F ( first floor ) ),go through the second floor to the first floor .
F ( third floor & F ( purple room ) ),go from the third floor to the purple room
F ( landmark three & F ( first floor ) ),go to the first floor by going through landmark three .
F ( landmark three & ~  blue room ),go to landmark three while always avoiding the blue room
~   ( landmark one ) U ( blue room ),go to or through the blue room always avoid going to the blue room through landmark one
F ( yellow room & F ( purple room ) ),proceed to the purple room by going through the yellow room .
~   ( purple room ) U ( first floor ),"avoid the purple room and go to the first floor . if you reached the first floor then you may go to the purple room , or just stay on the first floor ."
F ( yellow room & F ( first floor ) ),pass through the yellow room before going to the first floor .
F ( landmark two & ~  orange room ),go to landmark two and always avoid the orange room
~   ( green room ) U ( second floor ),avoid the green room before you navigate to the second floor .
~   ( landmark three ) U ( purple room ),go to the purple room but avoid landmark three. if you reached to the purple room then you can head to landmark three or stay put .
~   ( green room ) U ( second floor ),avoid the green room until reaching the second floor .
F ( second floor & F ( green room ) ),"go to the second floor , then navigate to the green room ."
F ( landmark one ) & G ( third floor ),avoid the first and third floor and go to landmark one .
F ( green room & F ( landmark one ) ),go through the green room before going to landmark one
F ( landmark three ) & G ( orange room ),go directly to landmark three and do not leave the orange room .
F ( landmark three & F ( second floor ) ),go to landmark three before navigating to the second floor .
F ( landmark one & F ( first floor ) ),go to landmark one and then go to the first floor .
F ( landmark one ) & G ( blue room ),go to landmark one without leaving the blue room .
F ( second floor & ~  orange room ),navigate to the second floor always avoiding the orange room .
F ( landmark two ) & G ( blue room ),"proceed to landmark two , but never move outside of the blue room ."
F ( blue room & F ( red room ) ),go through the blue room to the red room .
~   ( purple room ) U ( landmark three ),avoid the purple room until going to landmark three .
F ( orange room & F ( landmark two ) ),navigate to the orange room then continue to landmark two .
F ( third floor & ~  red room ),navigate to the third floor always avoiding the red room .
F ( first floor & ~  orange room ),go to the first floor and avoid the orange room .
F ( third floor & F ( green room ) ),"go to the third floor , then go to the green room ."
F ( purple room & ~  orange room ),go to the purple room while always avoiding the orange room .
F ( landmark two & F ( blue room ) ),go to the blue room by first going through landmark two .
F ( yellow room & F ( landmark two ) ),go to the yellow room and then go to landmark two .
F ( landmark three & F ( landmark one ) ),navigate through landmark three then go to landmark one .
~   ( blue room ) U ( landmark three ),avoid the blue room until you navigate to landmark three .
F ( red room & F ( first floor ) ),go to the first floor through the red room .
F ( third floor & F ( yellow room ) ),go through the third floor to the yellow room .
F ( orange room ) & G ( second floor ),go to the orange room only through the onest floor
F ( landmark two ) & G ( second floor ),go to landmark two only through the second floor
F ( first floor & F ( yellow room ) ),go from second floor to yellow room .
F ( first floor ),go to the first floor .
F ( landmark one & F ( red room ) ),go to landmark one before going to the red room
F ( landmark three ) & G ( purple room ),stay in the purple room and go to landmark three and stop
F ( first floor & F ( second floor ) ),go to the onest floor through the threerd floor
~   ( purple room ) U ( second floor ),go to the second floor but do not go through the purple room first .
~   ( yellow room ) U ( blue room ),go to the blue room but do not enter the yellow room first .
F ( landmark one & F ( yellow room ) ),navigate to landmark one then continue to the yellow room .
F ( second floor & F ( orange room ) ),go through the second floor and navigate to the orange room .
F ( purple room & F ( orange room ) ),go to the orange room by touching the purple room .
F ( landmark one & F ( purple room ) ),go to the purple room through landmark one .
F ( blue room & F ( landmark three ) ),move to the blue room first then travel to landmark three .
F ( landmark two & F ( second floor ) ),navigate through landmark two to the second floor .
F ( green room & F ( red room ) ),always go through the green room to get to the red room .
F ( second floor & ~  landmark one ),go to the second floor but avoid landmark one .
F ( yellow room & F ( landmark two ) ),"go to the yellow room , then go to landmark two ."
F ( green room ) & G ( second floor ),go directly to the green room without going to second floor .
F ( orange room & F ( first floor ) ),go through the orange room and navigate to the first floor .
~   ( landmark three ) U ( landmark two ),go to landmark two without first passing through landmark three .
F ( yellow room & ~  blue room ),avoid the blue room and go to the yellow room .
~   ( red room ) U ( green room ),avoid the red room on your way to the green room . once you get to the green room you can to the red room .
F ( yellow room & ~  red room ),go to the yellow room and avoid the red room .
F ( yellow room & F ( orange room ) ),go through the yellow room to the orange room .
F ( third floor & F ( blue room ) ),go to the third floor then move to the blue room .
F ( third floor & ~  landmark two ),always avoid landmark two and navigate to the third floor .
F ( landmark two ) & G ( purple room ),go directly to landmark two and do not leave the purple room .
F ( orange room ) & G ( first floor ),move to the orange room without going to first floor .
F ( first floor & F ( landmark three ) ),go to the first floor and then to landmark three .
F ( orange room & F ( purple room ) ),move to the orange room and then the purple room .
F ( third floor & ~  landmark three ),go to the third floor avoiding landmark three .
F ( landmark one ) & G ( second floor ),go to landmark one only through the second floor
F ( purple room & F ( third floor ) ),go through the purple room then to the third floor .
F ( red room & ~  purple room ),navigate to the red room always avoiding the purple room .
F ( green room & F ( first floor ) ),move towards green room and then to first floor .
F ( yellow room & F ( landmark one ) ),first go to the yellow room and then go to landmark one .
F ( red room & ~  blue room ),avoid the blue room and go to the red room .
F ( second floor & F ( purple room ) ),go from the second floor to the purple room .
F ( third floor & F ( landmark three ) ),navigate to the third floor before going to landmark three .
F ( third floor & ~  yellow room ),go to third floor without going into the yellow room
F ( landmark two & ~  yellow room ),stay away from the yellow room and go to landmark two .
F ( red room & F ( orange room ) ),go through the red room before going to the orange room .
F ( first floor & F ( yellow room ) ),go from the second floor to the yellow room
F ( first floor & F ( second floor ) ),go to the first floor and then go directly to the second floor .
F ( third floor & F ( landmark three ) ),go from the onest floor to landmark three
F ( second floor & F ( purple room ) ),go to the purple room through the second floor
F ( purple room ) & G ( second floor ),stay on the second floor while going to the purple room .
F ( orange room & F ( landmark two ) ),go through the orange room before going to landmark two
F ( yellow room & F ( green room ) ),"go to the yellow room , then go to the green room ."
F ( yellow room ) & G ( first floor ),stay on the first floor and go to the yellow room .
F ( first floor & F ( landmark one ) ),"move to landmark one , but travel to the onest floor first ."
~   ( landmark one ) U ( blue room ),go to or through the blue room . always avoid going to the blue room through landmark one
F ( first floor ),go to the onest floor
F ( blue room & F ( landmark two ) ),"go to the blue room , then go to landmark two ."
~   ( red room ) U ( landmark one ),go to landmark one avoiding the red room . then go to the red room or stay on landmark one .
F ( purple room & ~  green room ),"navigate to the purple room , always avoiding the green room ."
F ( green room & F ( third floor ) ),always navigate to green room and then proceed to third floor .
~   ( red room ) U ( landmark one ),go to landmark one by avoiding the red room and then stay there or continue to the red room .
F ( landmark three & ~  green room ),go to landmark three and always avoid the green room
F ( green room & F ( red room ) ),go to the green room and then go to the red room .
F ( green room & F ( orange room ) ),move to the green room then continue to the orange room .
F ( green room ) & G ( first floor ),without leaving the first floor go to the green room .
F ( first floor & F ( green room ) ),navigate from the first floor to the green room .
F ( landmark three & ~  red room ),advance to landmark three but always avoid the red room .
F ( second floor & ~  landmark three ),go to the second floor and avoid landmark three .
F ( orange room & F ( landmark one ) ),first go to the orange room and then go to landmark one .
~   ( yellow room ) U ( third floor ),go to or through the third floor always avoid going through the yellow room
F ( landmark one & ~  orange room ),stay away from the orange room and go to landmark one .
~   ( green room ) U ( blue room ),avoid the green room until after navigating to the blue room .
F ( third floor & ~  green room ),go to the third floor always avoiding the green room .
F ( landmark two & F ( second floor ) ),go to landmark two before going to the second floor .
F ( orange room ),head to the orange room .
F ( landmark one & F ( orange room ) ),go to landmark one and then go to the orange room .
F ( landmark three ) & G ( first floor ),stay on the first floor while navigating to landmark three .
F ( landmark two & F ( blue room ) ),go to the blue room by first visiting landmark two .
F ( green room ),go to the green room
F ( first floor & F ( orange room ) ),"go to the first floor , then navigate to the orange room ."
F ( blue room & F ( landmark one ) ),go through the blue room before going to landmark one
F ( purple room ) & G ( first floor ),stay on the first floor and go to the purple room .
~   ( red room ) U ( third floor ),avoid the red room before you navigate to the third floor .
F ( landmark three & F ( red room ) ),"first go to landmark three , then go to the red room ."
~   ( blue room ) U ( landmark three ),avoid the blue room until going through landmark three .
F ( red room & ~  blue room ),"avoid the blue room , navigate to the red room ."
F ( orange room & F ( green room ) ),"head to the green room , but make sure to go through the orange room first ."
F ( orange room & F ( second floor ) ),go to the second floor via the orange room .
F ( purple room & F ( first floor ) ),move to the first floor by going through the purple room
~   ( orange room ) U ( landmark three ),do not go into the orange room until going to landmark three
F ( purple room & ~  red room ),navigate to the purple room but never go to the red room .
F ( landmark two & ~  yellow room ),advance to landmark two but always avoid the yellow room .
F ( green room & F ( purple room ) ),travel through the green room then go to the purple room .
F ( orange room & F ( landmark two ) ),always go through the orange room and then to landmark two .
~   ( green room ) U ( purple room ),avoid the green room until navigating to the purple room .
F ( red room & F ( purple room ) ),go to the red room and then navigate to the purple room .
